Year,Player Name,Salary (Unadjusted),Salary (Adjusted)
1995-1996,Rex Chapman,"$2,004,000","$4,009,432"
1995-1996,Jayson Williams,"$2,000,000","$4,001,429"
1995-1996,Eric Murdock,"$2,000,000","$4,001,429"
1995-1996,Jerry Stackhouse,"$1,987,000","$3,975,420"
1995-1996,Terry Catledge,"$1,976,000","$3,953,412"
1995-1996,Andrew Lang,"$1,964,000","$3,929,403"
1995-1996,Gheorghe Muresan,"$1,963,000","$3,927,403"
1995-1996,Tim Perry,"$1,950,000","$3,901,393"
1995-1996,Scott Williams,"$1,950,000","$3,901,393"
1995-1996,Ed Pinckney,"$1,926,000","$3,853,376"
1995-1996,Kevin Edwards,"$1,920,000","$3,841,372"
1995-1996,Armen Gilliam,"$1,920,000","$3,841,372"
1995-1996,Terry Davis,"$1,920,000","$3,841,372"
1995-1996,Rodney Rogers,"$1,920,000","$3,841,372"
1995-1996,Nick Van Exel,"$1,900,000","$3,801,358"
1995-1996,Blue Edwards,"$1,900,000","$3,801,358"
1995-1996,Doug West,"$1,900,000","$3,801,358"
1995-1996,Grant Long,"$1,860,000","$3,721,329"
1995-1996,Craig Ehlo,"$1,855,000","$3,711,325"
1995-1996,Reggie Williams,"$1,853,000","$3,707,324"
1995-1996,Duane Causwell,"$1,830,000","$3,661,307"
1995-1996,Vincent Askew,"$1,810,000","$3,621,293"
1995-1996,Spud Webb,"$1,800,000","$3,601,286"
1995-1996,George Lynch,"$1,760,000","$3,521,257"
1995-1996,Rick Fox,"$1,750,000","$3,501,250"
1995-1996,Vinny Del Negro,"$1,747,000","$3,495,248"
1995-1996,Harold Miner,"$1,733,000","$3,467,238"
1995-1996,Juwan Howard,"$1,702,000","$3,405,216"
1995-1996,Bo Kimble,"$1,700,000","$3,401,215"
1995-1996,Tyrone Corbin,"$1,700,000","$3,401,215"
1995-1996,Anthony Bonner,"$1,690,000","$3,381,207"
1995-1996,Chuck Person,"$1,690,000","$3,381,207"
1995-1996,Terry Dehere,"$1,680,000","$3,361,200"
1995-1996,Greg Anthony,"$1,673,000","$3,347,195"
1995-1996,Bobby Phills,"$1,658,000","$3,317,185"
1995-1996,Byron Scott,"$1,650,000","$3,301,179"
1995-1996,Adam Keefe,"$1,650,000","$3,301,179"
1995-1996,Kevin Garnett,"$1,622,000","$3,245,159"
1995-1996,John Starks,"$1,613,000","$3,227,152"
1995-1996,Khalid Reeves,"$1,602,000","$3,205,145"
1995-1996,Robert Horry,"$1,601,000","$3,203,144"
1995-1996,Eddie Jones,"$1,600,000","$3,201,143"
1995-1996,Alec Kessler,"$1,600,000","$3,201,143"
1995-1996,Jerrod Mustaf,"$1,600,000","$3,201,143"
1995-1996,Victor Alexander,"$1,595,000","$3,191,140"
1995-1996,Dell Curry,"$1,570,000","$3,141,122"
1995-1996,Xavier McDaniel,"$1,565,000","$3,131,118"
1995-1996,Lorenzo Williams,"$1,550,000","$3,101,107"
1995-1996,Bryant Stith,"$1,550,000","$3,101,107"
1995-1996,John Battle,"$1,540,000","$3,081,100"
1995-1996,Chris Gatling,"$1,540,000","$3,081,100"
1995-1996,Matt Geiger,"$1,532,000","$3,065,095"
1995-1996,Terry Porter,"$1,525,000","$3,051,090"
1995-1996,Mark West,"$1,500,000","$3,001,072"
1995-1996,Donald Royal,"$1,500,000","$3,001,072"
1995-1996,Malik Sealy,"$1,495,000","$2,991,068"
1995-1996,Rasheed Wallace,"$1,493,000","$2,987,067"
1995-1996,Bryant Reeves,"$1,474,000","$2,949,053"
1995-1996,Tree Rollins,"$1,470,000","$2,941,050"
1995-1996,Doug Christie,"$1,466,000","$2,933,047"
1995-1996,Sasha Danilovic,"$1,455,000","$2,911,039"
1995-1996,Mario Elie,"$1,450,000","$2,901,036"
1995-1996,Kenny Gattison,"$1,450,000","$2,901,036"
1995-1996,Terry Cummings,"$1,450,000","$2,901,035"
1995-1996,Lindsey Hunter,"$1,444,000","$2,889,032"
1995-1996,Pervis Ellison,"$1,430,000","$2,861,022"
1995-1996,Popeye Jones,"$1,425,000","$2,851,018"
1995-1996,Muggsy Bogues,"$1,350,000","$2,700,964"
1995-1996,Damon Stoudamire,"$1,345,000","$2,690,961"
1995-1996,Vernon Maxwell,"$1,343,000","$2,686,959"
1995-1996,Michael Smith,"$1,340,000","$2,680,957"
1995-1996,Will Perdue,"$1,340,000","$2,680,957"
1995-1996,Anthony Peeler,"$1,330,000","$2,660,950"
1995-1996,Eric Mobley,"$1,328,000","$2,656,949"
1995-1996,Scott Haskin,"$1,313,000","$2,626,938"
1995-1996,Dale Ellis,"$1,310,000","$2,620,936"
1995-1996,Robert Pack,"$1,304,000","$2,608,932"
1995-1996,Elmore Spencer,"$1,300,000","$2,600,929"
1995-1996,Herb Williams,"$1,300,000","$2,600,929"
1995-1996,Jeff Turner,"$1,300,000","$2,600,929"
1995-1996,Carl Herrera,"$1,300,000","$2,600,929"
1995-1996,Jalen Rose,"$1,268,000","$2,536,906"
1995-1996,Nate McMillan,"$1,265,000","$2,530,904"
1995-1996,Michael Adams,"$1,240,000","$2,480,886"
1995-1996,Shawn Respert,"$1,232,000","$2,464,880"
1995-1996,Donald Hodge,"$1,200,000","$2,400,857"
1995-1996,Sean Rooks,"$1,200,000","$2,400,857"
1995-1996,David Benoit,"$1,200,000","$2,400,857"
1995-1996,Yinka Dare,"$1,184,000","$2,368,846"
1995-1996,Allan Houston,"$1,177,000","$2,354,841"
1995-1996,Marty Conlon,"$1,165,000","$2,330,832"
1995-1996,Terrell Brandon,"$1,155,000","$2,310,825"
1995-1996,Eric Piatkowski,"$1,138,000","$2,276,813"
1995-1996,Ed O'Bannon,"$1,133,000","$2,266,809"
1995-1996,Greg Graham,"$1,120,000","$2,240,800"
1995-1996,Hubert Davis,"$1,116,000","$2,232,797"
1995-1996,Johnny Newman,"$1,100,000","$2,200,786"
1995-1996,Kurt Thomas,"$1,071,000","$2,142,765"
1995-1996,Brian Grant,"$1,050,000","$2,100,750"
1995-1996,Eric Montross,"$1,040,000","$2,080,743"
1995-1996,Scott Burrell,"$1,040,000","$2,080,743"
1995-1996,Chris Mills,"$1,040,000","$2,080,743"
1995-1996,Sam Cassell,"$1,040,000","$2,080,743"
1995-1996,Corie Blount,"$1,040,000","$2,080,743"
1995-1996,Doug Edwards,"$1,040,000","$2,080,743"
1995-1996,Rex Walters,"$1,040,000","$2,080,743"
1995-1996,Joe Kleine,"$1,040,000","$2,080,743"
1995-1996,James Robinson,"$1,040,000","$2,080,743"
1995-1996,Acie Earl,"$1,040,000","$2,080,743"
1995-1996,Luther Wright,"$1,040,000","$2,080,743"
1995-1996,Gary Trent,"$1,022,000","$2,044,730"
1995-1996,Bimbo Coles,"$1,002,000","$2,004,716"
1995-1996,Bill Wennington,"$1,000,000","$2,000,714"
1995-1996,Mark Bryant,"$1,000,000","$2,000,714"
1995-1996,Eddie Johnson,"$1,000,000","$2,000,714"
1995-1996,Ricky Pierce,"$1,000,000","$2,000,714"
1995-1996,Derek Strong,"$1,000,000","$2,000,714"
1995-1996,Sam Mitchell,"$1,000,000","$2,000,714"
1995-1996,Jon Koncak,"$1,000,000","$2,000,714"
1995-1996,Jamie Watson,"$1,000,000","$2,000,714"
1995-1996,Latrell Sprewell,"$975,000","$1,950,696"
1995-1996,Cherokee Parks,"$971,000","$1,942,694"
1995-1996,Tom Hammonds,"$970,000","$1,940,693"
1995-1996,Lee Mayberry,"$965,000","$1,930,689"
1995-1996,Jerry Reynolds,"$961,000","$1,922,686"
1995-1996,PJ Brown,"$960,000","$1,920,686"
1995-1996,George McCloud,"$950,000","$1,900,679"
1995-1996,Randy Woods,"$950,000","$1,900,679"
1995-1996,Anthony Avent,"$950,000","$1,900,679"
1995-1996,Carlos Rogers,"$930,000","$1,860,664"
1995-1996,Don MacLean,"$925,000","$1,850,661"
1995-1996,Corliss Williamson,"$923,000","$1,846,659"
1995-1996,Bill Curley,"$913,000","$1,826,652"
1995-1996,Tony Dumas,"$910,000","$1,820,650"
1995-1996,Randy Brown,"$900,000","$1,800,643"
1995-1996,Haywoode Workman,"$900,000","$1,800,643"
1995-1996,Eric Williams,"$876,000","$1,752,626"
1995-1996,Dickey Simpkins,"$845,000","$1,690,603"
1995-1996,Clifford Rozier,"$845,000","$1,690,603"
1995-1996,Duane Ferrell,"$845,000","$1,690,603"
1995-1996,Kevin Gamble,"$845,000","$1,690,603"
1995-1996,Monty Williams,"$845,000","$1,690,603"
1995-1996,Wesley Person,"$845,000","$1,690,603"
1995-1996,Aaron McKie,"$845,000","$1,690,603"
1995-1996,Avery Johnson,"$845,000","$1,690,603"
1995-1996,B.J. Tyler,"$845,000","$1,690,603"
1995-1996,Brent Barry,"$833,000","$1,666,595"
1995-1996,Brooks Thompson,"$825,000","$1,650,589"
1995-1996,Steve Kerr,"$800,000","$1,600,571"
1995-1996,Antonio Davis,"$800,000","$1,600,571"
1995-1996,Larry Stewart,"$800,000","$1,600,571"
1995-1996,Byron Houston,"$800,000","$1,600,571"
1995-1996,Alan Henderson,"$791,000","$1,582,565"
1995-1996,Roy Tarpley,"$775,000","$1,550,553"
1995-1996,Ervin Johnson,"$767,000","$1,534,548"
1995-1996,Bob Sura,"$752,000","$1,504,537"
1995-1996,Scott Brooks,"$750,000","$1,500,536"
1995-1996,Lucious Harris,"$725,000","$1,450,518"
1995-1996,Gary Grant,"$725,000","$1,450,517"
1995-1996,Charlie Ward,"$722,000","$1,444,516"
1995-1996,Theo Ratliff,"$714,000","$1,428,510"
1995-1996,Vern Fleming,"$700,000","$1,400,500"
1995-1996,Pete Chilcutt,"$700,000","$1,400,500"
1995-1996,Keith Jennings,"$700,000","$1,400,500"
1995-1996,Randolph Childress,"$682,000","$1,364,487"
1995-1996,Zan Tabak,"$650,000","$1,300,464"
1995-1996,Michael Finley,"$628,000","$1,256,448"
1995-1996,Jason Caffey,"$627,000","$1,254,448"
1995-1996,Rafael Addison,"$617,000","$1,234,440"
1995-1996,George Zidek,"$603,000","$1,206,430"
1995-1996,Doug Overton,"$600,000","$1,200,428"
1995-1996,Pete Myers,"$600,000","$1,200,428"
1995-1996,Stacey King,"$600,000","$1,200,428"
1995-1996,Travis Best,"$580,000","$1,160,414"
1995-1996,David Wingate,"$560,000","$1,120,400"
1995-1996,Loren Meyer,"$556,000","$1,112,397"
1995-1996,Anthony Miller,"$550,000","$1,100,393"
1995-1996,Keith Askins,"$550,000","$1,100,393"
1995-1996,Greg Kite,"$550,000","$1,100,393"
1995-1996,Tony Massenburg,"$550,000","$1,100,393"
1995-1996,David Vaughn,"$534,000","$1,068,381"
1995-1996,Jim McIlvaine,"$525,000","$1,050,375"
1995-1996,Bo Outlaw,"$500,000","$1,000,357"
1995-1996,Sherell Ford,"$500,000","$1,000,357"
1995-1996,Sean Higgins,"$500,000","$1,000,357"
1995-1996,Tony Smith,"$500,000","$1,000,357"
1995-1996,Vincenzo Esposito,"$500,000","$1,000,357"
1995-1996,Mitchell Butler,"$500,000","$1,000,357"
1995-1996,Greg Ostertag,"$498,000","$996,355"
1995-1996,Cory Alexander,"$490,000","$980,350"
1995-1996,Greg Anderson,"$485,000","$970,346"
1995-1996,Brad Lohaus,"$485,000","$970,346"
1995-1996,Mario Bennett,"$480,000","$960,343"
1995-1996,Gerald Glass,"$475,000","$950,339"
1995-1996,Doug Smith,"$450,000","$900,321"
1995-1996,James Edwards,"$425,000","$850,302"
1995-1996,Chucky Brown,"$425,000","$850,303"
1995-1996,Darrick Martin,"$425,000","$850,303"
1995-1996,Antonio Lang,"$423,000","$846,302"
1995-1996,Stefano Rusconi,"$415,000","$830,296"
1995-1996,Rick Mahorn,"$400,000","$800,285"
1995-1996,Antonio Harvey,"$400,000","$800,285"
1995-1996,LeRon Ellis,"$400,000","$800,285"
1995-1996,Anthony Bowie,"$370,000","$740,264"
1995-1996,Randolph Keys,"$363,000","$726,259"
1995-1996,Chris Childs,"$350,000","$700,250"
1995-1996,John Crotty,"$350,000","$700,250"
1995-1996,David Wood,"$350,000","$700,250"
1995-1996,Dwayne Morton,"$350,000","$700,250"
1995-1996,Ryan Lorthridge,"$350,000","$700,250"
1995-1996,Charles Jones,"$350,000","$700,250"
1995-1996,Eric Riley,"$350,000","$700,249"
1995-1996,Stanley Jackson,"$350,000","$700,250"
1995-1996,Darrell Armstrong,"$350,000","$700,250"
1995-1996,Derrick Alston Sr,"$350,000","$700,250"
1995-1996,Greg Foster,"$350,000","$700,250"
1995-1996,Larry Krystkowiak,"$335,000","$670,239"
1995-1996,Greg Minor,"$325,000","$650,232"
1995-1996,Andy Toolson,"$310,000","$620,221"
1995-1996,Moses Malone,"$305,000","$610,218"
1995-1996,Howard Nathan,"$300,000","$600,214"
1995-1996,David Wesley,"$300,000","$600,214"
1995-1996,Alton Lister,"$300,000","$600,214"
1995-1996,Junior Burrough,"$300,000","$600,214"
1995-1996,Jud Buechler,"$300,000","$600,214"
1995-1996,Eric Leckner,"$300,000","$600,214"
1995-1996,Dave Johnson,"$300,000","$600,214"
1995-1996,Jimmy King,"$300,000","$600,214"
1995-1996,Bryon Russell,"$300,000","$600,214"
1995-1996,James Donaldson,"$300,000","$600,214"
1995-1996,Bob McCann,"$300,000","$600,214"
1995-1996,Lawrence Moten,"$280,000","$560,200"
1995-1996,Jon Barry,"$275,000","$550,196"
1995-1996,Kevin Pritchard,"$275,000","$550,196"
1995-1996,Keith Tower,"$263,000","$526,187"
1995-1996,Jerome Kersey,"$255,000","$510,182"
1995-1996,Donnie Boyce,"$250,000","$500,178"
1995-1996,Greg Sutton,"$250,000","$500,178"
1995-1996,Damon Bailey,"$250,000","$500,178"
1995-1996,Steve Scheffler,"$250,000","$500,178"
1995-1996,Tracy Murray,"$250,000","$500,178"
1995-1996,Brent Price,"$250,000","$500,178"
1995-1996,Tim Legler,"$250,000","$500,178"
1995-1996,Joe Wolf,"$240,000","$480,170"
1995-1996,Henry Turner,"$235,000","$470,167"
1995-1996,Andrew DeClercq,"$230,000","$460,164"
1995-1996,Matt Bullard,"$225,000","$450,160"
1995-1996,Ennis Whatley,"$225,000","$450,160"
1995-1996,Todd Mundt,"$225,000","$450,160"
1995-1996,Larry Sykes,"$225,000","$450,160"
1995-1996,Robert Werdann,"$225,000","$450,160"
1995-1996,Darrin Hancock,"$225,000","$450,160"
1995-1996,Jack Haley,"$225,000","$450,160"
1995-1996,Joe Courtney,"$225,000","$450,160"
1995-1996,Steve Colter,"$225,000","$450,160"
1995-1996,Greg Grant,"$225,000","$450,160"
1995-1996,Steve Bardo,"$225,000","$450,160"
1995-1996,Eldridge Recasner,"$225,000","$450,160"
1995-1996,Tim Breaux,"$225,000","$450,160"
1995-1996,Earl Cureton,"$225,000","$450,160"
1995-1996,Dwayne Schintzius,"$225,000","$450,160"
1995-1996,Adrian Caldwell,"$225,000","$450,160"
1995-1996,Reggie Jordan,"$225,000","$450,160"
1995-1996,Fred Roberts,"$225,000","$450,160"
1995-1996,Rich Manning,"$225,000","$450,160"
1995-1996,Ashraf Amaya,"$225,000","$450,160"
1995-1996,Chris King,"$225,000","$450,160"
1995-1996,Derrick Phelps,"$225,000","$450,160"
1995-1996,Rodney Dent,"$225,000","$450,160"
1995-1996,Trevor Ruffin,"$225,000","$450,160"
1995-1996,Ron Grandison,"$225,000","$450,160"
1995-1996,Marques Bragg,"$225,000","$450,160"
1995-1996,Anthony Tucker,"$225,000","$450,160"
1995-1996,Eric Anderson,"$225,000","$450,160"
1995-1996,Willie Burton,"$225,000","$450,160"
1995-1996,Corey Gaines,"$225,000","$450,160"
1995-1996,Elmer Bennett,"$225,000","$450,160"
1995-1996,Jeff Grayer,"$225,000","$450,160"
1995-1996,Richard Dumas,"$225,000","$450,160"
1995-1996,Reggie Slater,"$225,000","$450,160"
1995-1996,Dontonio Wingfield,"$225,000","$450,160"
1995-1996,Anthony Cook,"$225,000","$450,160"
1995-1996,Dell Demps,"$225,000","$450,160"
1995-1996,Mike Peplowski,"$225,000","$450,160"
1995-1996,Jeff Webster,"$225,000","$450,160"
1995-1996,Tyus Edney,"$210,000","$420,150"
1995-1996,Charles Claxton,"$200,000","$400,142"
1995-1996,Donny Marshall,"$200,000","$400,142"
1995-1996,John Amaechi,"$200,000","$400,142"
1995-1996,Gerald Madkins,"$200,000","$400,142"
1995-1996,Rastko Cvetkovic,"$200,000","$400,142"
1995-1996,Don Reid,"$200,000","$400,142"
1995-1996,Lou Roe,"$200,000","$400,142"
1995-1996,Rodney Zimmerman,"$200,000","$400,142"
1995-1996,Alvin Heggs,"$200,000","$400,142"
1995-1996,Fred Hoiberg,"$200,000","$400,142"
1995-1996,Logan Vander Velden,"$200,000","$400,142"
1995-1996,Frankie King,"$200,000","$400,142"
1995-1996,Terrence Rencher,"$200,000","$400,142"
1995-1996,Mark Davis,"$200,000","$400,142"
1995-1996,Jerome Allen,"$200,000","$400,142"
1995-1996,Eric Snow,"$200,000","$400,142"
1995-1996,Chris Carr,"$200,000","$400,142"
1995-1996,John Coker,"$200,000","$400,142"
1995-1996,Clint McDaniel,"$200,000","$400,142"
1995-1996,Martin Lewis,"$200,000","$400,142"
1995-1996,Kevin Salvadori,"$110,000","$220,078"
1995-1996,Rich King,"$100,000","$200,071"
1995-1996,Geert Hammink,"$97,560","$195,189"
1995-1996,Mark Strickland,"$50,000","$100,035"
1995-1996,Chris Whitney,"$50,000","$100,035"
1995-1996,Kareem Townes,"$40,000","$80,028"
1995-1996,Kurt Rambis,"$40,000","$80,028"
1995-1996,Gerard King,"$35,000","$70,025"
1995-1996,Grady Livingston,"$25,000","$50,017"
1995-1996,Constantin Popa,"$15,000","$30,010"
1995-1996,Nate Higgs,"$15,000","$30,010"
1996-1997,Michael Jordan,"$30,140,000","$58,685,292"
1996-1997,Horace Grant,"$14,857,000","$28,927,915"
1996-1997,Reggie Miller,"$11,250,000","$21,904,762"
1996-1997,Shaquille O'Neal,"$10,714,000","$20,861,122"
1996-1997,Gary Payton,"$10,212,000","$19,883,682"
1996-1997,David Robinson,"$9,952,000","$19,377,439"
1996-1997,Juwan Howard,"$9,750,000","$18,984,127"
1996-1997,Hakeem Olajuwon,"$9,655,000","$18,799,153"
1996-1997,Alonzo Mourning,"$9,380,000","$18,263,704"
1996-1997,Dennis Rodman,"$9,000,000","$17,523,809"
1996-1997,Dikembe Mutombo,"$8,013,000","$15,602,032"
1996-1997,Chris Webber,"$8,000,000","$15,576,719"
1996-1997,Otis Thorpe,"$7,000,000","$13,629,629"
1996-1997,Latrell Sprewell,"$7,000,000","$13,629,629"
1996-1997,Elden Campbell,"$7,000,000","$13,629,629"
1996-1997,Kevin Johnson,"$7,000,000","$13,629,629"
1996-1997,Danny Manning,"$6,833,000","$13,304,465"
1996-1997,Derrick Coleman,"$6,739,000","$13,121,439"
1996-1997,Anfernee Hardaway,"$6,655,000","$12,957,883"
1996-1997,Dale Davis,"$6,508,000","$12,671,661"
1996-1997,John Stockton,"$6,000,000","$11,682,539"
1996-1997,Clyde Drexler,"$5,500,000","$10,708,994"
1996-1997,Sean Elliott,"$5,333,000","$10,383,830"
1996-1997,Dino Radja,"$5,313,000","$10,344,889"
1996-1997,Antonio Davis,"$5,200,000","$10,124,867"
1996-1997,Shawn Bradley,"$5,130,000","$9,988,571"
1996-1997,Grant Hill,"$5,025,000","$9,784,127"
1996-1997,Larry Johnson,"$5,004,000","$9,743,238"
1996-1997,Tom Gugliotta,"$5,000,000","$9,735,449"
1996-1997,Allan Houston,"$5,000,000","$9,735,449"
1996-1997,A.C. Green,"$4,851,000","$9,445,333"
1996-1997,Vlade Divac,"$4,718,000","$9,186,370"
1996-1997,Charles Barkley,"$4,695,000","$9,141,587"
1996-1997,Karl Malone,"$4,657,000","$9,067,598"
1996-1997,Danny Ferry,"$4,643,000","$9,040,338"
1996-1997,Glenn Robinson,"$4,640,000","$9,034,497"
1996-1997,Christian Laettner,"$4,500,000","$8,761,904"
1996-1997,Steve Smith,"$4,500,000","$8,761,904"
1996-1997,Jason Kidd,"$4,408,000","$8,582,772"
1996-1997,Kenny Anderson,"$4,175,000","$8,129,100"
1996-1997,John Williams,"$4,151,000","$8,082,370"
1996-1997,Harvey Grant,"$4,111,000","$8,004,486"
1996-1997,Chris Dudley,"$4,100,000","$7,983,068"
1996-1997,Glen Rice,"$4,002,000","$7,792,254"
1996-1997,Rik Smits,"$4,000,000","$7,788,359"
1996-1997,Brian Shaw,"$4,000,000","$7,788,359"
1996-1997,Toni Kukoc,"$3,960,000","$7,710,476"
1996-1997,Jim Jackson,"$3,900,000","$7,593,650"
1996-1997,Ron Harper,"$3,840,000","$7,476,825"
1996-1997,Jamal Mashburn,"$3,833,000","$7,463,195"
1996-1997,Kendall Gill,"$3,800,000","$7,398,941"
1996-1997,Nick Anderson,"$3,790,000","$7,379,471"
1996-1997,Billy Owens,"$3,773,000","$7,346,370"
1996-1997,Vin Baker,"$3,765,000","$7,330,793"
1996-1997,Rony Seikaly,"$3,752,000","$7,305,481"
1996-1997,Isaiah Rider,"$3,610,000","$7,028,994"
1996-1997,Sherman Douglas,"$3,594,000","$6,997,841"
1996-1997,Mitch Richmond,"$3,575,000","$6,960,846"
1996-1997,Charles Smith,"$3,557,000","$6,925,799"
1996-1997,Tyrone Hill,"$3,480,000","$6,775,873"
1996-1997,Wayman Tisdale,"$3,475,000","$6,766,137"
1996-1997,Mark Price,"$3,409,000","$6,637,629"
1996-1997,Dana Barros,"$3,400,000","$6,620,105"
1996-1997,Bryant Stith,"$3,400,000","$6,620,105"
1996-1997,Donyell Marshall,"$3,360,000","$6,542,222"
1996-1997,Detlef Schrempf,"$3,333,000","$6,489,650"
1996-1997,Shawn Kemp,"$3,300,000","$6,425,396"
1996-1997,Clarence Weatherspoon,"$3,300,000","$6,425,396"
1996-1997,LaPhonso Ellis,"$3,294,000","$6,413,714"
1996-1997,Dee Brown,"$3,250,000","$6,328,042"
1996-1997,Stanley Roberts,"$3,250,000","$6,328,042"
1996-1997,Calbert Cheaney,"$3,200,000","$6,230,687"
1996-1997,Lionel Simmons,"$3,194,000","$6,219,005"
1996-1997,Olden Polynice,"$3,140,000","$6,113,862"
1996-1997,Loy Vaught,"$3,100,000","$6,035,978"
1996-1997,Mahmoud Abdul-Rauf,"$3,100,000","$6,035,978"
1996-1997,Sharone Wright,"$3,100,000","$6,035,978"
1996-1997,Joe Dumars,"$3,075,000","$5,987,301"
1996-1997,Bobby Hurley,"$3,068,000","$5,973,672"
1996-1997,Chris Gatling,"$3,047,000","$5,932,783"
1996-1997,Rod Strickland,"$3,036,000","$5,911,365"
1996-1997,Derrick McKey,"$3,000,000","$5,841,269"
1996-1997,Patrick Ewing,"$3,000,000","$5,841,269"
1996-1997,Jim McIlvaine,"$3,000,000","$5,841,269"
1996-1997,Dennis Scott,"$3,000,000","$5,841,269"
1996-1997,Clifford Robinson,"$2,924,000","$5,693,291"
1996-1997,Todd Day,"$2,915,000","$5,675,767"
1996-1997,Mark Jackson,"$2,900,000","$5,646,560"
1996-1997,Stojko Vrankovic,"$2,900,000","$5,646,560"
1996-1997,Ken Norman,"$2,869,000","$5,586,201"
1996-1997,Chris Mullin,"$2,844,000","$5,537,523"
1996-1997,Mookie Blaylock,"$2,800,000","$5,451,851"
1996-1997,Joe Smith,"$2,794,000","$5,440,169"
1996-1997,Luc Longley,"$2,790,000","$5,432,381"
1996-1997,Anthony Mason,"$2,777,000","$5,407,068"
1996-1997,Sam Perkins,"$2,730,000","$5,315,555"
1996-1997,Pooh Richardson,"$2,721,000","$5,298,031"
1996-1997,Robert Pack,"$2,700,000","$5,257,142"
1996-1997,Lamond Murray,"$2,700,000","$5,257,142"
1996-1997,Felton Spencer,"$2,694,000","$5,245,460"
1996-1997,Arvydas Sabonis,"$2,640,000","$5,140,317"
1996-1997,Hersey Hawkins,"$2,604,000","$5,070,222"
1996-1997,Charles Oakley,"$2,600,000","$5,062,433"
1996-1997,Chris Childs,"$2,600,000","$5,062,433"
1996-1997,Antonio McDyess,"$2,545,000","$4,955,344"
1996-1997,Sarunas Marciulionis,"$2,500,000","$4,867,724"
1996-1997,Tim Hardaway,"$2,500,000","$4,867,724"
1996-1997,Chris Morris,"$2,500,000","$4,867,724"
1996-1997,Stacey Augmon,"$2,480,000","$4,828,783"
1996-1997,Micheal Williams,"$2,475,000","$4,819,047"
1996-1997,Terry Mills,"$2,457,000","$4,784,000"
1996-1997,Marcus Camby,"$2,434,000","$4,739,217"
1996-1997,BJ Armstrong,"$2,400,000","$4,673,015"
1996-1997,Cedric Ceballos,"$2,400,000","$4,673,015"
1996-1997,Scott Williams,"$2,400,000","$4,673,015"
1996-1997,Jeff Hornacek,"$2,396,000","$4,665,227"
1996-1997,Gheorghe Muresan,"$2,363,000","$4,600,973"
1996-1997,Dan Majerle,"$2,350,000","$4,575,661"
1996-1997,Andrew Lang,"$2,332,000","$4,540,613"
1996-1997,Armen Gilliam,"$2,317,000","$4,511,407"
1996-1997,Terry Davis,"$2,300,000","$4,478,306"
1996-1997,Antoine Carr,"$2,300,000","$4,478,306"
1996-1997,Jerry Stackhouse,"$2,286,000","$4,451,047"
1996-1997,Kevin Edwards,"$2,280,000","$4,439,365"
1996-1997,Rodney Rogers,"$2,280,000","$4,439,365"
1996-1997,Allen Iverson,"$2,267,000","$4,414,052"
1996-1997,Grant Long,"$2,260,000","$4,400,423"
1996-1997,Jayson Williams,"$2,250,000","$4,380,952"
1996-1997,Scottie Pippen,"$2,250,000","$4,380,952"
1996-1997,John Salley,"$2,225,000","$4,332,275"
1996-1997,Duane Causwell,"$2,215,000","$4,312,804"
1996-1997,Shareef Abdur-Rahim,"$2,186,000","$4,256,338"
