Year,Player Name,Salary (Unadjusted),Salary (Adjusted)
2021-2022,Darren Collison,"$151,821","$170,491"
2021-2022,Anthony Tolliver,"$151,821","$170,491"
2021-2022,Chaundee Brown,"$151,552","$170,189"
2021-2022,Xavier Sneed,"$146,233","$164,216"
2021-2022,Mario Chalmers,"$138,019","$154,992"
2021-2022,Anthony Lamb,"$136,095","$152,831"
2021-2022,Braxton Key,"$127,622","$143,316"
2021-2022,Troy Williams,"$122,741","$137,835"
2021-2022,Feron Hunt,"$116,987","$131,373"
2021-2022,Mac McClung,"$111,670","$125,403"
2021-2022,Matt Ryan,"$111,669","$125,401"
2021-2022,Emmanuel Mudiay,"$111,457","$125,163"
2021-2022,Carlik Jones,"$106,352","$119,430"
2021-2022,Hassani Gravett,"$106,352","$119,431"
2021-2022,Paris Bass,"$106,352","$119,431"
2021-2022,Jordan Bell,"$102,831","$115,477"
2021-2022,Cheick Diallo,"$102,831","$115,477"
2021-2022,DJ Stewart,"$101,034","$113,459"
2021-2022,Nate Hinton,"$96,213","$108,045"
2021-2022,Derrick Walton,"$95,930","$107,727"
2021-2022,DaQuan Jeffries,"$95,930","$107,727"
2021-2022,Justin James,"$95,930","$107,727"
2021-2022,Scotty Hopson,"$95,930","$107,727"
2021-2022,BJ Johnson,"$95,930","$107,727"
2021-2022,Jaylen Morris,"$95,930","$107,727"
2021-2022,Demetrius Jackson,"$92,857","$104,276"
2021-2022,Cameron Oliver,"$85,578","$96,102"
2021-2022,Chris Clemons,"$85,578","$96,102"
2021-2022,Malik Newman,"$85,578","$96,102"
2021-2022,George King,"$85,578","$96,102"
2021-2022,Jemerrio Jones,"$85,578","$96,102"
2021-2022,Emanuel Terry,"$85,578","$96,102"
2021-2022,Jared Harper,"$85,081","$95,544"
2021-2022,Gabriel Lundberg,"$79,764","$89,573"
2021-2022,Anthony Barber,"$53,176","$59,715"
2021-2022,Malik Ellison,"$53,176","$59,715"
2021-2022,Justin Tillman,"$53,176","$59,715"
2021-2022,Tre Scott,"$53,176","$59,715"
2021-2022,Trayvon Palmer,"$53,176","$59,715"
2021-2022,Micah Potter,"$53,176","$59,715"
2021-2022,Jaysean Paige,"$53,176","$59,715"
2021-2022,Ahmad Caver,"$53,176","$59,715"
2021-2022,Shaq Buchanan,"$53,176","$59,715"
2021-2022,Jon Teske,"$53,176","$59,715"
2021-2022,Aric Holman,"$53,176","$59,715"
2021-2022,Javin DeLaurier,"$53,176","$59,715"
2021-2022,Tyler Hall,"$53,176","$59,715"
2021-2022,Rob Edwards,"$53,176","$59,715"
2021-2022,Aleem Ford,"$53,176","$59,715"
2021-2022,MJ Walker,"$53,176","$59,715"
2021-2022,Cameron McGriff,"$53,176","$59,715"
2021-2022,Jarron Cumberland,"$53,176","$59,715"
2021-2022,Ade Murkey,"$53,176","$59,715"
2021-2022,Jordan Schakel,"$53,176","$59,715"
2021-2022,Jordan Goodwin,"$53,176","$59,715"
2021-2022,Craig Sword,"$53,176","$59,715"
2021-2022,Jaime Echenique,"$53,176","$59,715"
2021-2022,Luca Vildoza,"$42,789","$48,051"
2021-2022,Zavier Simpson,"$37,223","$41,800"
2021-2022,Mfiondu Kabengele,"$19,186","$21,545"
2021-2022,Melvin Frazier,"$13,294","$14,928"
2022-2023,Stephen Curry,"$48,070,014","$49,497,298"
2022-2023,John Wall,"$47,345,760","$48,751,539"
2022-2023,Russell Westbrook,"$47,080,179","$48,478,072"
2022-2023,LeBron James,"$44,474,988","$45,795,529"
2022-2023,Kevin Durant,"$44,119,845","$45,429,841"
2022-2023,Bradley Beal,"$43,279,250","$44,564,287"
2022-2023,Kawhi Leonard,"$42,492,492","$43,754,169"
2022-2023,Paul George,"$42,492,492","$43,754,169"
2022-2023,Giannis Antetokounmpo,"$42,492,492","$43,754,169"
2022-2023,Damian Lillard,"$42,492,492","$43,754,169"
2022-2023,Klay Thompson,"$40,600,080","$41,805,568"
2022-2023,Kyrie Irving,"$38,917,057","$40,072,573"
2022-2023,Rudy Gobert,"$38,172,414","$39,305,820"
2022-2023,Khris Middleton,"$37,984,276","$39,112,096"
2022-2023,Anthony Davis,"$37,980,720","$39,108,435"
2022-2023,Jimmy Butler,"$37,653,300","$38,771,293"
2022-2023,Tobias Harris,"$37,633,050","$38,750,442"
2022-2023,Kemba Walker,"$37,281,261","$38,388,207"
2022-2023,Trae Young,"$37,096,500","$38,197,960"
2022-2023,Zach LaVine,"$37,096,500","$38,197,960"
2022-2023,Luka Doncic,"$37,096,500","$38,197,960"
2022-2023,Ben Simmons,"$35,448,672","$36,501,206"
2022-2023,Pascal Siakam,"$35,448,672","$36,501,206"
2022-2023,Myles Turner,"$35,096,500","$36,138,577"
2022-2023,Jrue Holiday,"$34,319,520","$35,338,527"
2022-2023,Karl-Anthony Towns,"$33,833,400","$34,837,973"
2022-2023,Devin Booker,"$33,833,400","$34,837,973"
2022-2023,Kristaps Porzingis,"$33,833,400","$34,837,973"
2022-2023,Andrew Wiggins,"$33,616,770","$34,614,911"
2022-2023,Joel Embiid,"$33,616,770","$34,614,911"
2022-2023,CJ McCollum,"$33,333,333","$34,323,058"
2022-2023,Nikola Jokic,"$33,047,803","$34,029,050"
2022-2023,James Harden,"$33,000,000","$33,979,828"
2022-2023,Jamal Murray,"$31,650,600","$32,590,362"
2022-2023,Brandon Ingram,"$31,650,600","$32,590,362"
2022-2023,D'Angelo Russell,"$31,377,750","$32,309,411"
2022-2023,Donovan Mitchell,"$30,913,750","$31,831,634"
2022-2023,Michael Porter,"$30,913,750","$31,831,634"
2022-2023,Shai Gilgeous-Alexander,"$30,913,750","$31,831,634"
2022-2023,Deandre Ayton,"$30,913,750","$31,831,634"
2022-2023,Kevin Love,"$30,556,968","$31,464,258"
2022-2023,Jayson Tatum,"$30,351,780","$31,252,978"
2022-2023,Bam Adebayo,"$30,351,780","$31,252,978"
2022-2023,De'Aaron Fox,"$30,351,780","$31,252,978"
2022-2023,Gordon Hayward,"$30,075,000","$30,967,980"
2022-2023,Jaylen Brown,"$29,776,785","$30,660,910"
2022-2023,Jaren Jackson Jr,"$28,946,605","$29,806,081"
2022-2023,Chris Paul,"$28,400,000","$29,243,246"
2022-2023,Kyle Lowry,"$28,333,334","$29,174,601"
2022-2023,Jalen Brunson,"$27,733,332","$28,556,783"
2022-2023,DeMar DeRozan,"$27,300,000","$28,110,585"
2022-2023,Al Horford,"$26,500,000","$27,286,832"
2022-2023,Draymond Green,"$25,806,468","$26,572,707"
2022-2023,Julius Randle,"$23,760,000","$24,465,476"
2022-2023,John Collins,"$23,500,000","$24,197,756"
2022-2023,Mike Conley,"$22,680,000","$23,353,409"
2022-2023,Malcolm Brogdon,"$22,600,000","$23,271,034"
2022-2023,Anfernee Simons,"$22,321,429","$22,984,191"
2022-2023,Nikola Vucevic,"$22,000,000","$22,653,219"
2022-2023,Terry Rozier,"$21,486,316","$22,124,282"
2022-2023,Fred VanVleet,"$21,250,000","$21,880,950"
2022-2023,Buddy Hield,"$21,177,750","$21,806,555"
2022-2023,Domantas Sabonis,"$21,100,000","$21,726,496"
2022-2023,Jerami Grant,"$20,955,000","$21,577,191"
2022-2023,Aaron Gordon,"$20,690,909","$21,305,258"
2022-2023,Mikal Bridges,"$20,100,000","$20,696,804"
2022-2023,Jarrett Allen,"$20,000,000","$20,593,835"
2022-2023,Nicolas Batum,"$19,700,319","$20,285,256"
2022-2023,Tim Hardaway Jr,"$19,602,273","$20,184,299"
2022-2023,Eric Gordon,"$19,568,360","$20,149,379"
2022-2023,Bojan Bogdanovic,"$19,550,000","$20,130,474"
2022-2023,Lonzo Ball,"$19,534,884","$20,114,909"
2022-2023,Spencer Dinwiddie,"$19,500,000","$20,078,989"
2022-2023,Danilo Gallinari,"$19,479,000","$20,057,366"
2022-2023,Caris LeVert,"$18,796,296","$19,354,391"
2022-2023,Joe Harris,"$18,642,857","$19,196,396"
2022-2023,Harrison Barnes,"$18,352,273","$18,897,184"
2022-2023,Clint Capela,"$18,206,896","$18,747,491"
2022-2023,Bogdan Bogdanovic,"$18,000,000","$18,534,451"
2022-2023,Evan Fournier,"$18,000,000","$18,534,451"
2022-2023,Steven Adams,"$17,926,829","$18,459,108"
2022-2023,Jonathan Isaac,"$17,400,000","$17,916,636"
2022-2023,OG Anunoby,"$17,357,143","$17,872,507"
2022-2023,Gary Trent Jr,"$17,280,000","$17,793,073"
2022-2023,Marcus Smart,"$17,207,142","$17,718,052"
2022-2023,Derrick White,"$17,142,857","$17,651,858"
2022-2023,Dejounte Murray,"$17,071,120","$17,577,991"
2022-2023,Mitchell Robinson,"$17,045,454","$17,551,563"
2022-2023,Duncan Robinson,"$16,902,000","$17,403,850"
2022-2023,Norman Powell,"$16,758,621","$17,256,214"
2022-2023,Collin Sexton,"$16,700,000","$17,195,852"
2022-2023,Markelle Fultz,"$16,500,000","$16,989,914"
2022-2023,Lauri Markkanen,"$16,475,454","$16,964,639"
2022-2023,Marcus Morris,"$16,372,093","$16,858,209"
2022-2023,Davis Bertans,"$16,000,000","$16,475,068"
2022-2023,Jusuf Nurkic,"$15,625,000","$16,088,934"
2022-2023,Malik Beasley,"$15,558,035","$16,019,980"
2022-2023,Luguentz Dort,"$15,277,778","$15,731,402"
2022-2023,Will Barton,"$15,059,712","$15,506,861"
2022-2023,Tyus Jones,"$15,000,000","$15,445,376"
2022-2023,Jonas Valanciunas,"$14,700,000","$15,136,469"
2022-2023,Derrick Rose,"$14,520,730","$14,951,876"
2022-2023,Kevin Huerter,"$14,508,929","$14,939,724"
2022-2023,Christian Wood,"$14,317,459","$14,742,569"
2022-2023,Wendell Carter,"$14,150,000","$14,570,138"
2022-2023,Kentavious Caldwell-Pope,"$14,004,703","$14,420,527"
2022-2023,Brook Lopez,"$13,906,976","$14,319,898"
2022-2023,Patrick Beverley,"$13,801,614","$14,211,408"
2022-2023,Doug McDermott,"$13,750,000","$14,158,261"
2022-2023,Luke Kennard,"$13,745,455","$14,153,581"
2022-2023,Zion Williamson,"$13,534,817","$13,936,689"
2022-2023,Jordan Clarkson,"$13,340,000","$13,736,088"
2022-2023,Gary Harris,"$13,000,000","$13,385,993"
2022-2023,Kyle Kuzma,"$13,000,000","$13,385,993"
2022-2023,Josh Hart,"$12,960,000","$13,344,805"
2022-2023,Dorian Finney-Smith,"$12,939,848","$13,324,055"
2022-2023,Kelly Olynyk,"$12,804,878","$13,185,077"
2022-2023,Chris Boucher,"$12,690,000","$13,066,788"
2022-2023,Kelly Oubre,"$12,600,000","$12,974,116"
2022-2023,Marvin Bagley,"$12,500,000","$12,871,147"
2022-2023,Robert Covington,"$12,307,692","$12,673,129"
2022-2023,Josh Richardson,"$12,196,094","$12,558,217"
2022-2023,Ja Morant,"$12,119,440","$12,479,287"
2022-2023,Danny Green,"$11,710,528","$12,058,233"
2022-2023,Devonte Graham,"$11,550,000","$11,892,940"
2022-2023,Terrence Ross,"$11,500,000","$11,841,455"
2022-2023,Reggie Jackson,"$11,457,217","$11,797,401"
2022-2023,Dillon Brooks,"$11,400,000","$11,738,486"
2022-2023,Richaun Holmes,"$11,215,260","$11,548,260"
2022-2023,Dwight Powell,"$11,080,125","$11,409,113"
2022-2023,Paolo Banchero,"$11,055,120","$11,383,366"
2022-2023,RJ Barrett,"$10,900,634","$11,224,293"
2022-2023,Bobby Portis,"$10,843,350","$11,165,308"
2022-2023,DeAndre Jordan,"$10,733,758","$11,052,461"
2022-2023,Anthony Edwards,"$10,733,400","$11,052,093"
2022-2023,Robert Williams,"$10,714,287","$11,032,413"
2022-2023,Cade Cunningham,"$10,552,800","$10,866,131"
2022-2023,PJ Tucker,"$10,490,000","$10,801,466"
2022-2023,Derrick Favors,"$10,350,803","$10,658,136"
2022-2023,Mo Bamba,"$10,300,000","$10,605,825"
2022-2023,Talen Horton-Tucker,"$10,260,000","$10,564,637"
2022-2023,Jae Crowder,"$10,183,800","$10,486,175"
2022-2023,Ivica Zubac,"$10,123,457","$10,424,040"
2022-2023,Reggie Bullock,"$10,012,800","$10,310,097"
2022-2023,Alec Burks,"$10,012,800","$10,310,097"
2022-2023,Chet Holmgren,"$9,891,240","$10,184,928"
2022-2023,De'Andre Hunter,"$9,835,881","$10,127,925"
2022-2023,Larry Nance Jr,"$9,672,727","$9,959,927"
2022-2023,James Wiseman,"$9,603,360","$9,888,500"
2022-2023,Landry Shamet,"$9,500,000","$9,782,071"
2022-2023,Malik Monk,"$9,472,219","$9,753,466"
2022-2023,Jalen Green,"$9,441,840","$9,722,185"
2022-2023,Jakob Poeltl,"$9,398,148","$9,677,195"
2022-2023,Nerlens Noel,"$9,391,069","$9,669,906"
2022-2023,Nicolas Claxton,"$9,350,000","$9,627,618"
2022-2023,Dario Saric,"$9,240,000","$9,514,352"
2022-2023,Royce O'Neale,"$9,200,000","$9,473,164"
2022-2023,Monte Morris,"$9,125,000","$9,395,937"
2022-2023,Mason Plumlee,"$9,080,417","$9,350,030"
2022-2023,Alex Caruso,"$9,030,000","$9,298,116"
2022-2023,Maxi Kleber,"$9,000,000","$9,267,225"
2022-2023,Grayson Allen,"$8,925,000","$9,189,999"
2022-2023,Darius Garland,"$8,920,794","$9,185,668"
2022-2023,Jabari Smith,"$8,882,640","$9,146,381"
2022-2023,Isaiah Hartenstein,"$8,854,879","$9,117,796"
2022-2023,Kyle Anderson,"$8,780,488","$9,041,196"
2022-2023,Victor Oladipo,"$8,750,000","$9,009,803"
2022-2023,Daniel Theis,"$8,694,369","$8,952,520"
2022-2023,LaMelo Ball,"$8,623,920","$8,879,979"
2022-2023,Seth Curry,"$8,496,653","$8,748,933"
2022-2023,Evan Mobley,"$8,478,720","$8,730,468"
2022-2023,Gary Payton II,"$8,300,000","$8,546,441"
2022-2023,Dewayne Dedmon,"$8,283,688","$8,529,645"
2022-2023,De'Anthony Melton,"$8,250,000","$8,494,957"
2022-2023,JaMychal Green,"$8,200,000","$8,443,471"
2022-2023,TJ McConnell,"$8,100,000","$8,340,503"
2022-2023,Keegan Murray,"$8,008,440","$8,246,224"
2022-2023,Kevon Looney,"$8,000,000","$8,237,534"
2022-2023,Thaddeus Young,"$8,000,000","$8,237,534"
2022-2023,Delon Wright,"$7,804,878","$8,036,618"
2022-2023,Patrick Williams,"$7,775,400","$8,006,265"
2022-2023,Scottie Barnes,"$7,644,600","$7,871,581"
2022-2023,Cedi Osman,"$7,426,088","$7,646,581"
2022-2023,Coby White,"$7,413,955","$7,634,088"
2022-2023,Zach Collins,"$7,350,000","$7,568,234"
2022-2023,Jaden Ivey,"$7,252,200","$7,467,530"
2022-2023,Taurean Prince,"$7,100,000","$7,310,811"
2022-2023,Jae'Sean Tate,"$7,065,217","$7,274,995"
2022-2023,Isaac Okoro,"$7,040,880","$7,249,936"
2022-2023,Cody Martin,"$7,000,000","$7,207,842"
2022-2023,Jalen Suggs,"$6,922,320","$7,127,855"
2022-2023,Jaxson Hayes,"$6,803,012","$7,005,005"
2022-2023,Khem Birch,"$6,667,500","$6,865,469"
2022-2023,Bennedict Mathurin,"$6,586,800","$6,782,373"
2022-2023,Patrick Mills,"$6,479,000","$6,671,373"
2022-2023,Bruce Brown,"$6,479,000","$6,671,373"
2022-2023,Lonnie Walker,"$6,479,000","$6,671,373"
2022-2023,Caleb Martin,"$6,479,000","$6,671,373"
2022-2023,Joe Ingles,"$6,479,000","$6,671,373"
2022-2023,Onyeka Okongwu,"$6,395,160","$6,585,043"
2022-2023,Josh Giddey,"$6,287,400","$6,474,084"
2022-2023,Rui Hachimura,"$6,263,188","$6,449,153"
2022-2023,Rudy Gay,"$6,184,500","$6,368,128"
2022-2023,Jevon Carter,"$6,025,000","$6,203,892"
2022-2023,Shaedon Sharpe,"$6,012,960","$6,191,495"
2022-2023,Cameron Payne,"$6,000,000","$6,178,150"
2022-2023,Otto Porter,"$6,000,000","$6,178,150"
2022-2023,Justin Holiday,"$5,987,975","$6,165,767"
2022-2023,Cam Reddish,"$5,954,454","$6,131,252"
2022-2023,Cameron Johnson,"$5,887,899","$6,062,721"
2022-2023,Ricky Rubio,"$5,853,659","$6,027,464"
2022-2023,Killian Hayes,"$5,837,760","$6,011,093"
2022-2023,PJ Washington,"$5,808,435","$5,980,897"
2022-2023,Jonathan Kuminga,"$5,739,840","$5,910,266"
2022-2023,Pat Connaughton,"$5,728,393","$5,898,479"
2022-2023,Tyler Herro,"$5,722,116","$5,892,015"
2022-2023,Romeo Langford,"$5,634,257","$5,801,548"
2022-2023,Dyson Daniels,"$5,508,600","$5,672,160"
2022-2023,JaVale McGee,"$5,461,219","$5,623,372"
2022-2023,Goga Bitadze,"$5,377,520","$5,537,187"
2022-2023,Obi Toppin,"$5,348,280","$5,507,079"
2022-2023,Franz Wagner,"$5,258,280","$5,414,407"
2022-2023,Kendrick Nunn,"$5,250,000","$5,405,881"
2022-2023,Hamidou Diallo,"$5,200,000","$5,354,397"
2022-2023,Cory Joseph,"$5,155,500","$5,308,575"
2022-2023,Garrett Temple,"$5,155,500","$5,308,575"
2022-2023,Torrey Craig,"$5,121,951","$5,274,030"
2022-2023,Jeremy Sochan,"$5,063,520","$5,213,864"
2022-2023,David Nwaba,"$5,022,000","$5,171,112"
2022-2023,Nickeil Alexander-Walker,"$5,009,633","$5,158,377"
2022-2023,Furkan Korkmaz,"$5,000,000","$5,148,458"
2022-2023,Deni Avdija,"$4,916,160","$5,062,129"
2022-2023,Davion Mitchell,"$4,833,600","$4,977,118"
2022-2023,Johnny Davis,"$4,810,320","$4,953,146"
2022-2023,Ty Jerome,"$4,728,948","$4,869,357"
2022-2023,Ishmael Smith,"$4,725,000","$4,865,293"
2022-2023,Jalen Smith,"$4,670,160","$4,808,825"
2022-2023,Ziaire Williams,"$4,591,680","$4,728,015"
2022-2023,Ousmane Dieng,"$4,569,840","$4,705,526"
2022-2023,Moe Harkless,"$4,564,980","$4,700,522"
2022-2023,Jeff Green,"$4,500,000","$4,633,612"
2022-2023,Donte DiVincenzo,"$4,500,000","$4,633,612"
2022-2023,Devin Vassell,"$4,437,000","$4,568,742"
2022-2023,Matisse Thybulle,"$4,379,526","$4,509,561"
2022-2023,Jarred Vanderbilt,"$4,374,000","$4,503,871"
2022-2023,James Bouknight,"$4,362,240","$4,491,762"
2022-2023,Brandon Clarke,"$4,343,919","$4,472,897"
2022-2023,Jalen Williams,"$4,341,480","$4,470,386"
2022-2023,Grant Williams,"$4,306,281","$4,434,142"
2022-2023,Darius Bazley,"$4,264,628","$4,391,252"
2022-2023,Tyrese Haliburton,"$4,215,120","$4,340,274"
2022-2023,Nassir Little,"$4,171,548","$4,295,408"
2022-2023,Josh Primo,"$4,144,320","$4,267,372"
2022-2023,Jalen Duren,"$4,124,280","$4,246,737"
2022-2023,Gorgui Dieng,"$4,105,236","$4,227,127"
2022-2023,Danuel House,"$4,105,000","$4,226,884"
2022-2023,Boban Marjanovic,"$4,101,478","$4,223,258"
2022-2023,Justise Winslow,"$4,097,561","$4,219,224"
2022-2023,Dylan Windler,"$4,037,277","$4,157,150"
2022-2023,Stanley Johnson,"$4,022,164","$4,141,588"
2022-2023,Kira Lewis,"$4,004,280","$4,123,174"
2022-2023,George Hill,"$4,000,000","$4,118,767"
2022-2023,Terence Davis,"$4,000,000","$4,118,767"
2022-2023,Chris Duarte,"$3,936,960","$4,053,855"
2022-2023,Alex Len,"$3,918,600","$4,034,950"
2022-2023,Ochai Agbaji,"$3,918,360","$4,034,703"
2022-2023,Jordan Poole,"$3,901,399","$4,017,238"
2022-2023,Keldon Johnson,"$3,873,024","$3,988,020"
2022-2023,Sviatoslav Mykhailiuk,"$3,846,895","$3,961,115"
2022-2023,James Johnson,"$3,841,067","$3,955,115"
2022-2023,Aaron Nesmith,"$3,804,360","$3,917,318"
2022-2023,Moses Moody,"$3,740,160","$3,851,211"
2022-2023,Mark Williams,"$3,722,040","$3,832,553"
2022-2023,Cole Anthony,"$3,613,680","$3,720,976"
2022-2023,Corey Kispert,"$3,552,840","$3,658,330"
2022-2023,AJ Griffin,"$3,536,160","$3,641,154"
2022-2023,Goran Dragic,"$3,523,762","$3,628,387"
2022-2023,Mike Muscala,"$3,500,000","$3,603,921"
2022-2023,Georges Niang,"$3,465,000","$3,567,882"
2022-2023,Isaiah Stewart,"$3,433,320","$3,535,261"
2022-2023,Chuma Okeke,"$3,433,320","$3,535,261"
2022-2023,Trey Burke,"$3,423,750","$3,525,407"
2022-2023,Amir Coffey,"$3,395,062","$3,495,867"
2022-2023,Alperen Sengun,"$3,375,360","$3,475,580"
2022-2023,Tari Eason,"$3,359,160","$3,458,899"
2022-2023,Aleksej Pokusevski,"$3,261,480","$3,358,319"
2022-2023,Kevin Porter,"$3,217,631","$3,313,168"
2022-2023,Trey Murphy,"$3,206,520","$3,301,727"
2022-2023,Simone Fontecchio,"$3,205,128","$3,300,293"
2022-2023,Derrick Jones,"$3,200,000","$3,295,013"
2022-2023,Andre Drummond,"$3,200,000","$3,295,013"
2022-2023,Dalen Terry,"$3,191,400","$3,286,158"
2022-2023,Sterling Brown,"$3,122,602","$3,215,317"
2022-2023,Josh Green,"$3,098,400","$3,190,397"
2022-2023,Jake LaRavia,"$3,047,640","$3,138,129"
2022-2023,Tre Mann,"$3,046,200","$3,136,647"
2022-2023,Kevin Knox,"$3,000,000","$3,089,075"
2022-2023,Saddiq Bey,"$2,959,080","$3,046,940"
2022-2023,Malaki Branham,"$2,925,600","$3,012,466"
2022-2023,Joe Wieskamp,"$2,909,261","$2,995,641"
2022-2023,Kai Jones,"$2,909,040","$2,995,414"
2022-2023,Blake Griffin,"$2,905,851","$2,992,130"
2022-2023,Robin Lopez,"$2,905,851","$2,992,130"
2022-2023,Markieff Morris,"$2,905,851","$2,992,130"
2022-2023,Andre Iguodala,"$2,905,851","$2,992,130"
2022-2023,Serge Ibaka,"$2,905,851","$2,992,130"
2022-2023,Udonis Haslem,"$2,905,851","$2,992,130"
2022-2023,Wesley Matthews,"$2,905,851","$2,992,130"
2022-2023,Austin Rivers,"$2,905,851","$2,992,130"
2022-2023,Bismack Biyombo,"$2,905,851","$2,992,130"
2022-2023,Taj Gibson,"$2,905,851","$2,992,130"
2022-2023,RJ Hampton,"$2,898,243","$2,984,296"
2022-2023,Andrew Nicholson,"$2,844,429","$2,928,885"
2022-2023,Precious Achiuwa,"$2,840,160","$2,924,489"
2022-2023,Christian Braun,"$2,808,600","$2,891,992"
2022-2023,Jordan Nwora,"$2,800,000","$2,883,136"
2022-2023,Jalen Johnson,"$2,792,640","$2,875,558"
2022-2023,Tyrese Maxey,"$2,726,880","$2,807,845"
2022-2023,Bruno Fernando,"$2,717,391","$2,798,075"
2022-2023,Walker Kessler,"$2,696,400","$2,776,460"
2022-2023,Keon Johnson,"$2,681,040","$2,760,644"
2022-2023,Charles Bassey,"$2,674,742","$2,754,159"
2022-2023,Dennis Schroeder,"$2,641,682","$2,720,118"
2022-2023,TJ Warren,"$2,628,597","$2,706,644"
2022-2023,Matthew Dellavedova,"$2,628,597","$2,706,644"
2022-2023,Trey Lyles,"$2,625,000","$2,702,940"
2022-2023,Zeke Nnaji,"$2,617,800","$2,695,527"
2022-2023,David Roddy,"$2,588,640","$2,665,501"
2022-2023,Isaiah Jackson,"$2,573,760","$2,650,179"
2022-2023,MarJon Beauchamp,"$2,485,200","$2,558,990"
2022-2023,Usman Garuba,"$2,471,160","$2,544,533"
2022-2023,Raul Neto,"$2,463,490","$2,536,635"
2022-2023,Frank Kaminsky,"$2,463,490","$2,536,635"
2022-2023,Montrezl Harrell,"$2,463,490","$2,536,635"
2022-2023,Willy Hernangomez,"$2,443,581","$2,516,135"
2022-2023,Theo Maledon,"$2,408,891","$2,480,414"
2022-2023,Blake Wesley,"$2,385,480","$2,456,309"
2022-2023,Josh Christopher,"$2,372,160","$2,442,593"
2022-2023,Isaiah Roby,"$2,330,681","$2,399,882"
2022-2023,Lindy Waters III,"$2,316,876","$2,385,668"
2022-2023,Immanuel Quickley,"$2,316,240","$2,385,013"
2022-2023,Wendell Moore,"$2,306,520","$2,375,004"
2022-2023,John Konchar,"$2,300,000","$2,368,291"
2022-2023,Rodney McGruder,"$2,298,385","$2,366,628"
2022-2023,Bryn Forbes,"$2,298,385","$2,366,628"
2022-2023,Juan Hernangomez,"$2,298,385","$2,366,628"
2022-2023,Damian Jones,"$2,298,385","$2,366,628"
2022-2023,Quentin Grimes,"$2,277,000","$2,344,608"
2022-2023,Saben Lee,"$2,266,640","$2,333,938"
2022-2023,Andrew Nembhard,"$2,244,111","$2,310,742"
2022-2023,Nikola Jovic,"$2,239,920","$2,306,427"
2022-2023,Payton Pritchard,"$2,239,200","$2,305,685"
2022-2023,Vlatko Cancar,"$2,234,359","$2,300,701"
2022-2023,Patrick Baldwin,"$2,226,000","$2,292,093"
2022-2023,TyTy Washington,"$2,210,040","$2,275,660"
2022-2023,Bones Hyland,"$2,201,520","$2,266,887"
2022-2023,Bol Bol,"$2,200,000","$2,265,321"
2022-2023,Peyton Watson,"$2,193,960","$2,259,102"
2022-2023,Marquese Chriss,"$2,193,920","$2,259,061"
2022-2023,Udoka Azubuike,"$2,174,880","$2,239,456"
2022-2023,Jaden McDaniels,"$2,161,440","$2,225,616"
2022-2023,Jordan McLaughlin,"$2,160,000","$2,224,134"
2022-2023,Malachi Flynn,"$2,145,720","$2,209,430"
2022-2023,Cam Thomas,"$2,138,160","$2,201,645"
2022-2023,Luke Kornet,"$2,133,278","$2,196,618"
2022-2023,Dennis Smith,"$2,133,278","$2,196,618"
2022-2023,Damion Lee,"$2,133,278","$2,196,618"
2022-2023,Juan Toscano-Anderson,"$2,133,278","$2,196,618"
2022-2023,Desmond Bane,"$2,130,240","$2,193,490"
2022-2023,Jaden Springer,"$2,125,200","$2,188,300"
2022-2023,Day'Ron Sharpe,"$2,109,480","$2,172,114"
2022-2023,Santiago Aldama,"$2,094,120","$2,156,298"
2022-2023,Tony Bradley,"$2,036,318","$2,096,779"
2022-2023,Frank Ntilikina,"$2,036,318","$2,096,779"
2022-2023,Garrison Mathews,"$2,000,000","$2,059,383"
2022-2023,Jaylin Williams,"$2,000,000","$2,059,383"
2022-2023,Jeremiah Robinson-Earl,"$2,000,000","$2,059,383"
2022-2023,Kenrich Williams,"$2,000,000","$2,059,383"
2022-2023,Caleb Houstan,"$2,000,000","$2,059,383"
